ats_struttura;codice_struttura_di_ricovero;descrizione_struttura_di_ricovero;coordinata_geografica_x;coordinata_geografica_y;codice_disciplina;descrizione_disciplina;tipologia_assistenza;tipo_drg;codice_drg;descrizione_drg;codice_mdc;descrizione_mdc;totale_ricoveri;ricoveri_do;ricoveri_ordinari_01_giorni;ricoveri_dh;ricoveri_ds;giornate_degenza_do;accessi_dh;accessi_ds;giornate_degenza_totali;dimissioni_volontarie;trasferimenti;ricoveri_ripetuti;ritorni_in_sala_operatoria
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;414;ALTRE ALTERAZIONI MIELOPROLIF., ETC. SENZA CC;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;1;1;0;0;0;6;0;0;6;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;64;ONCOLOGIA;A;M;366;T.M. APP. RIPRODUTTIVO FEMMINILE CON CC;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;1;1;0;0;0;21;0;0;21;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;C;558;INT SISTEMA CARDIOVASC VIA PERCUTANEA CON STENT MED SENZA DIA CARDIOVASC MAGG;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;162;162;1;0;0;659;0;0;659;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;407;ALTERAZ. MIELOPROLIF.,ETC. CON INT. MAGG. SENZA CC;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;7;7;0;0;0;62;0;0;62;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;M;332;ALTRE DIA. RENE E VIE URINARIE,ETA' >17 SENZA CC;11;MALATTIE E DISTURBI RENE E VIE URINARIE;7;6;1;1;0;17;1;0;18;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;227;INT. SU TESSUTI MOLLI SENZA CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;4;4;4;0;0;4;0;0;4;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;64;ONCOLOGIA;A;M;297;DIST. NUTRIZIONE E METABOLISMO,ETA' >17 SENZA CC;10;MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI;1;1;0;0;0;7;0;0;7;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;162;INT. ERNIA INGUINALE E FEMORALE, ETA' >17 SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;190;101;78;0;89;147;0;89;236;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;467;ALTRI FATTORI CHE INFLUENZANO LO STATO DI SALUTE;23;FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI;1;1;0;0;0;5;0;0;5;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;138;ARITMIA E ALTERAZIONI CONDUZIONE CARDIACA CON CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;38;38;5;0;0;332;0;0;332;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;125;MAL.CARDIOVASC. ESCL.IMA CON CATET.,DIA. NO COMPL.;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;6;6;0;0;0;24;0;0;24;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;226;INT. SU TESSUTI MOLLI CON CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;1;1;0;0;0;22;0;0;22;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;13;CHIRURGIA TORACICA;A;C;540;LINFOMA E LEUCEMIA CON INTERVENTI CHIRURGICI MAGGIORI SENZA CC;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;2;2;0;0;0;19;0;0;19;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;078;EMBOLIA POLMONARE;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;20;20;0;0;0;161;0;0;161;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;090;POLMONITE SEMPLICE E PLEURITE, ETA' > 17 SENZA CC;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;63;63;0;0;0;525;0;0;525;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;M;325;SEGNI,SINTOMI RENE E VIE URINARIE,ETA'>17 CON CC;11;MALATTIE E DISTURBI RENE E VIE URINARIE;13;13;2;0;0;59;0;0;59;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;149;INT. MAGGIORI INTESTINO CRASSO E TENUE SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;10;10;0;0;0;99;0;0;99;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;544;SOSTITUZIONE DI ARTICOLAZIONI MAGGIORI O REIMPIANTO DEGLI ARTI INFERIORI;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;258;258;0;0;0;1790;0;0;1790;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;M;352;ALTRE DIA. APP. RIPRODUTTIVO MASCHILE;12;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE;27;4;1;23;0;18;23;0;41;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;570;INT MAGG SU INTESTINO CRASSO E TENUE CON CC SENZA DIA GASTROINTESTINALE MAGG;06;MALATTIE E DISTURBI APPARATO DIGERENTE;5;5;0;0;0;70;0;0;70;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;173;T.M. APP. DIGERENTE SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;1;0;0;5;0;0;5;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;M;208;MAL. VIE BILIARI SENZA CC;07;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;12;12;3;0;0;38;0;0;38;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;401;LINFOMA E LEUCEMIA NON ACUTA CON ALTRI INT. CON CC;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;5;0;0;0;5;0;0;5;5;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;M;398;DISTURBI SIST. RETICOLOENDOT. E IMMUNIT. CON CC;16;MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO;1;1;0;0;0;5;0;0;5;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;182;GASTROENT., MISCELL. MAL. DIGER.,ETA'> 17 CON CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;38;0;0;38;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;224;INT. SPALLA,GOMITO ESCL.MAGG.SU ARTICOLAZ.SENZA CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;1;0;0;0;1;0;0;1;1;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;145;ALTRE DIA. APP. CIRCOLATORIO SENZA CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;18;18;1;0;0;126;0;0;126;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;M;183;GASTROENT., MISCELL. MAL. DIGER.,ETA'> 17 SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;4;2;2;2;0;2;2;0;4;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;149;INT. MAGGIORI INTESTINO CRASSO E TENUE SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;37;37;1;0;0;173;0;0;173;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;M;281;TRAUMI PELLE,SOTTOCUT. E MAMMELLA,ETA'>17 SENZA CC;09;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;11;4;1;7;0;12;7;0;19;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;64;ONCOLOGIA;A;M;173;T.M. APP. DIGERENTE SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;0;0;0;6;0;0;6;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;544;SOSTITUZIONE DI ARTICOLAZIONI MAGGIORI O REIMPIANTO DEGLI ARTI INFERIORI;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;84;84;0;0;0;831;0;0;831;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;C;270;ALTRI INT. PELLE,SOTTOCUTANEO E MAMMELLA SENZA CC;09;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;1;0;0;0;1;0;0;1;1;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;171;ALTRI INT. SU APP. DIGERENTE SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;5;5;0;0;0;23;0;0;23;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;124;MAL.CARDIOVASC. ESCL.IMA CON CATET.,DIA. COMPL.;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;34;34;2;0;0;128;0;0;128;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;266;TRAPIANTI PELLE E/O SBRIGL. ESCL. ULCERE SENZA CC;09;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;1;1;1;0;0;1;0;0;1;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;56;RECUPERO E RIABILITAZIONE FUNZIONALE;R;M;144;ALTRE DIA. APP. CIRCOLATORIO CON CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;102;102;0;0;0;1668;0;0;1668;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;133;ATEROSCLEROSI SENZA CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;7;7;1;0;0;23;0;0;23;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;006;DECOMPRESSIONE TUNNEL CARPALE;01;MALATTIE E DISTURBI SISTEMA NERVOSO;12;1;1;0;11;1;0;11;12;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;095;PNEUMOTORACE SENZA CC;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;3;0;0;3;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;C;552;ALTRO IMPIANTO PACEMAKER CARDIACO PERM SENZA DIAGNOSI CARDIOVASCOLARE MAGGIORE;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;11;11;0;0;0;58;0;0;58;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;C;304;INTERVENTI SU RENE E URETERE, NON PER NEOPLASIA CON CC;11;MALATTIE E DISTURBI RENE E VIE URINARIE;3;3;0;0;0;34;0;0;34;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;324;CALCOLOSI URINARIA SENZA CC;11;MALATTIE E DISTURBI RENE E VIE URINARIE;1;1;0;0;0;6;0;0;6;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;281;TRAUMI PELLE,SOTTOCUT. E MAMMELLA,ETA'>17 SENZA CC;09;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;9;9;0;0;0;60;0;0;60;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;C;110;INT. MAGGIORI SU SIST. CARDIOVASCOLARE CON CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;9;9;0;0;0;135;0;0;135;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;14;CHIRURGIA VASCOLARE;A;C;402;LINFOMA E LEUCEMIA NON ACUTA CON ALT. INT.SENZA CC;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;2;2;0;0;0;7;0;0;7;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;M;139;ARITMIA E ALTERAZIONI CONDUZIONE CARDIACA SENZA CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;165;153;103;12;0;290;12;0;302;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;64;ONCOLOGIA;A;M;473;LEUCEMIA ACUTA SENZA INT. CHIR. MAGGIORI, ETA' >17;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;3;3;0;0;0;62;0;0;62;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;C;336;PROSTATECTOMIA TRANSURETRALE CON CC;12;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE;23;23;0;0;0;144;0;0;144;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;64;ONCOLOGIA;A;M;080;INFEZ. E INFIAMM. RESPIRATORIE, ETA' > 17 SENZA CC;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;8;0;0;8;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;228;INT. MAGG. POLLICE, MANO O POLSO CON CC;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;4;2;2;0;2;2;0;2;4;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;097;BRONCHITE E ASMA, ETA' > 17 SENZA CC;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;3;3;0;0;0;20;0;0;20;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;C;339;INT. SUL TESTICOLO NON PER T.M., ETA' > 17;12;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE;36;1;1;0;35;1;0;35;36;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;189;ALTRE DIA. APP. DIGERENTE, ETA' > 17 SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;0;0;0;4;0;0;4;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;C;540;LINFOMA E LEUCEMIA CON INTERVENTI CHIRURGICI MAGGIORI SENZA CC;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;1;1;0;0;0;6;0;0;6;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;192;INT. SU PANCREAS, FEGATO E DI SHUNT SENZA CC;07;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;1;1;0;0;0;8;0;0;8;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;086;VERSAMENTO PLEURICO SENZA CC;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;11;11;1;0;0;74;0;0;74;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;261;INT.MAMMELLA NON PER T.M. ESCL.BIOPSIA,ESCISS.LOC.;09;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;17;13;11;0;4;15;0;4;19;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;411;ANAMNESI DI T.M. SENZA ENDOSCOPIA;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;1;1;0;0;0;15;0;0;15;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;64;ONCOLOGIA;A;M;089;POLMONITE SEMPLICE E PLEURITE, ETA' > 17 CON CC;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;9;9;0;0;0;90;0;0;90;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;13;CHIRURGIA TORACICA;A;C;075;INT. MAGGIORI SUL TORACE;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;5;5;0;0;0;73;0;0;73;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;099;SEGNI E SINTOMI RESPIRATORI CON CC;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;4;4;1;0;0;32;0;0;32;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;M;332;ALTRE DIA. RENE E VIE URINARIE,ETA' >17 SENZA CC;11;MALATTIE E DISTURBI RENE E VIE URINARIE;57;17;12;40;0;37;40;0;77;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;07;CARDIOCHIRURGIA;A;C;104;INT. VALVOLE CARDIACHE CON CATETERISMO CARDIACO;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;18;18;0;0;0;267;0;0;267;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;443;ALTRI INT. CHIR. PER TRAUMATISMO SENZA CC;21;TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI;6;6;1;0;0;30;0;0;30;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;08;CARDIOLOGIA;A;C;536;IMP. DI DEFIBRILL. CARD. CON CATETERISMO CARD. SENZA IMA INSUFF. CARD. O SHOCK;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;3;3;0;0;0;57;0;0;57;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;087;EDEMA POLMONARE E INSUFF. RESPIRATORIA;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;49;49;1;0;0;511;0;0;511;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;M;183;GASTROENT., MISCELL. MAL. DIGER.,ETA'> 17 SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;3;3;0;0;0;9;0;0;9;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;36;ORTOPEDIA E TRAUMATOLOGIA;A;M;453;COMPLICAZIONI DI TRATTAMENTO SENZA CC;21;TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI;6;5;1;1;0;25;1;0;26;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;64;ONCOLOGIA;A;M;183;GASTROENT., MISCELL. MAL. DIGER.,ETA'> 17 SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;14;0;0;14;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;205;MAL.FEGATO ESCL. T.M.,CIRROSI,EPAT.ALCOOL. CON CC;07;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;4;4;0;0;0;57;0;0;57;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;208;MAL. VIE BILIARI SENZA CC;07;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;32;32;0;0;0;214;0;0;214;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;26;MEDICINA GENERALE;A;M;093;MALATTIA POLMONARE INTERSTIZIALE SENZA CC;04;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;3;0;0;3;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;43;UROLOGIA;A;C;342;CIRCONCISIONE, ETA' > 17;12;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE;11;1;1;0;10;1;0;10;11;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;09;CHIRURGIA GENERALE;A;C;155;INT. ESOFAGO,STOMACO E DUODENO, ETA' >17 SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;7;7;0;0;0;57;0;0;57;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;64;ONCOLOGIA;A;M;189;ALTRE DIA. APP. DIGERENTE, ETA' > 17 SENZA CC;06;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;10;0;0;10;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;14;CHIRURGIA VASCOLARE;A;M;131;MAL. VASCOLARI PERIFERICHE SENZA CC;05;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;0;0;0;2;0;0;2;0;0;0;0
325 - ATS DI BERGAMO;030143-00;CLINICHE GAVAZZENI SPA - BERGAMO;45.68890477;9.678665493;64;ONCOLOGIA;A;M;239;FRATTURE PATOL.,T.M. SIST.MUSCOLOSCHEL. E CONNETT.;08;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;12;12;0;0;0;121;0;0;121;0;0;0;0
