anno;ats_struttura;codice_struttura_di_ricovero;descrizione_struttura_di_ricovero;coordinata_geografica_x;coordinata_geografica_y;codice_disciplina;descrizione_disciplina;tipologia_assistenza;tipo_drg;codice_drg;descrizione_drg;codice_acc_di_diagnosi;descrizione_acc_di_diagnosi;codice_mdc;descrizione_mdc;totale_ricoveri;ricoveri_do;ricoveri_ordinari_01_giorni;ricoveri_dh;ricoveri_ds;giornate_degenza_do;accessi_dh;accessi_ds;giornate_degenza_totali;dimissioni_volontarie;trasferimenti;ricoveri_ripetuti;ritorni_in_sala_operatoria
2012;322 - ATS DELL'INSUBRIA;030022-00;OSPEDALE S. ANTONIO ABATE - CANTU';45.73895486;9.13994796;9;CHIRURGIA GENERALE;A;C;165;APPENDICECTOMIA CON DIA. PRINC. COMPL. SENZA CC;142;APPENDICITE E ALTRE MALATTIE DELL'APPENDICE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;15;15;0;0;0;75;0;0;75;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030072-00;OSPEDALE DI CIRCOLO PREDABISSI-MELEGNANO;45.35900581;9.33587163;43;UROLOGIA;A;C;311;INT. PER VIA TRANSURETRALE SENZA CC;32;TUMORI MALIGNI DELLA VESCICA;11;MALATTIE E DISTURBI RENE E VIE URINARIE;117;115;1;0;2;424;0;2;426;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030909-00;OSPEDALE S.GERARDO - MONZA;45.60018518;9.258430902;75;NEURO-RIABILITAZIONE;R;M;87;EDEMA POLMONARE E INSUFF. RESPIRATORIA;131;INSUFFICIENZA RESPIRATORIA, ARRESTO RESPIRATORIO (ADULTI);4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;0;0;1;0;0;5;0;5;0;0;0;0
2012;326 - ATS DI BRESCIA;030171-00;OSPEDALE S. ORSOLA F.B.F. - BRESCIA;45.53447545;10.21629149;56;RECUPERO E RIABILITAZIONE FUNZIONALE;R;M;145;ALTRE DIA. APP. CIRCOLATORIO SENZA CC;100;INFARTO MIOCARDICO ACUTO;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;10;10;0;0;0;229;0;0;229;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030003-00;OSPEDALE F. DEL PONTE - VARESE;45.83678354;8.80650544;37;OSTETRICIA E GINECOLOGIA;A;M;372;PARTO VAGINALE CON CC;196;GRAVIDANZA E/O PARTO NORMALE;14;GRAVIDANZA, PARTO E PUERPERIO;141;141;0;0;0;697;0;0;697;0;0;0;0
2012;328 - ATS DI PAVIA;030194-00;OSPEDALE CIVILE - VOGHERA;44.99301965;9.014096301;39;PEDIATRIA;A;M;184;GASTROENT., MISCELL. MAL. DIGER.,ETA'< 18;135;INFEZIONI INTESTINALI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;54;54;6;0;0;153;0;0;153;0;0;0;0
2012;326 - ATS DI BRESCIA;030178-00;IST.CLIN. CITTA' DI BRESCIA SPA-BRESCIA;45.55340624;10.22787895;9;CHIRURGIA GENERALE;A;M;130;MAL. VASCOLARI PERIFERICHE CON CC;50;DIABETE MELLITO CON COMPLICANZE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;2;2;0;0;0;6;0;0;6;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030283-00;OSPEDALE G.CASATI-PASSIRANA RHO;45.54875995;9.049537047;56;RECUPERO E RIABILITAZIONE FUNZIONALE;R;M;462;RIABILITAZIONE;254;CURE RIABILITATIVE, COLLOCAZIONE DI PROTESI E SISTEMAZIONE DI DISPOSITIVI;23;FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI;34;34;0;0;0;957;0;0;957;0;0;0;0
2012;326 - ATS DI BRESCIA;030295-00;POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;38;OTORINOLARINGOIATRIA;A;C;169;INT. SU BOCCA SENZA CC;136;DISTURBI DEI DENTI E DELLE MASCELLE;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;1;0;0;0;1;0;0;1;1;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030901-00;OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI;45.80802245;8.837196022;26;MEDICINA GENERALE;A;C;194;INT. SU VIE BILIARI ESCL. COLECISTECTOMIA SENZA CC;16;TUMORI MALIGNI DEL FEGATO E DEI DOTTI BILIARI INTRAEPATICI;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;1;1;0;0;0;2;0;0;2;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030901-00;OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI;45.80802245;8.837196022;26;MEDICINA GENERALE;A;M;320;INFEZIONI RENE E VIE URINARIE, ETA' > 17 CON CC;159;INFEZIONI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;24;24;0;0;0;270;0;0;270;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030935-00;IRCCS    S. RAFFAELE - MILANO;45.50615215;9.267120553;26;MEDICINA GENERALE;A;M;88;MALATTIA POLMONARE CRONICO-OSTRUTTIVA;128;ASMA;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;3;3;0;0;0;16;0;0;16;0;0;0;0
2012;328 - ATS DI PAVIA;030198-00;CASA DI CURA BEATO MATTEO;45.30665545;8.869449753;37;OSTETRICIA E GINECOLOGIA;A;C;359;INT. UTERO E ANNESSI NON PER T.M. SENZA CC;173;PATOLOGIE MENOPAUSALI;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;4;3;2;0;1;6;0;1;7;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030078-00;PRESIDIO OSPEDALIERO DI VIMERCATE;45.6084494;9.3580982;29;NEFROLOGIA;A;M;139;ARITMIA E ALTERAZIONI CONDUZIONE CARDIACA SENZA CC;106;ARITMIE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;2;2;0;0;0;12;0;0;12;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030901-00;OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI;45.80802245;8.837196022;26;MEDICINA GENERALE;A;M;130;MAL. VASCOLARI PERIFERICHE CON CC;118;FLEBITE, TROMBOFLEBITE E TROMBOEMBOLIA;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;6;6;0;0;0;73;0;0;73;0;0;0;0
2012;325 - ATS DI BERGAMO;030905-00;OSPEDALI RIUNITI - BERGAMO;45.68701679;9.63853045;9;CHIRURGIA GENERALE;A;C;261;INT.MAMMELLA NON PER T.M. ESCL.BIOPSIA,ESCISS.LOC.;167;MALATTIE DEL SENO NON MALIGNE;9;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;98;10;9;0;88;11;0;88;99;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030074-00;OSPEDALE CIVILE G. FORNAROLI - MAGENTA;45.46739569;8.892487975;8;CARDIOLOGIA;A;M;125;MAL.CARDIOVASC. ESCL.IMA CON CATET.,DIA. NO COMPL.;102;DOLORE TORACICO NON SPECIFICO;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;19;19;5;0;0;71;0;0;71;0;0;0;0
2012;326 - ATS DI BRESCIA;030171-00;OSPEDALE S. ORSOLA F.B.F. - BRESCIA;45.53447545;10.21629149;21;GERIATRIA;A;M;139;ARITMIA E ALTERAZIONI CONDUZIONE CARDIACA SENZA CC;106;ARITMIE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;7;7;0;0;0;47;0;0;47;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030914-00;OSPEDALE S. PAOLO - MILANO;45.43323243;9.15820984;39;PEDIATRIA;A;M;70;OTITE M.,INFEZ. VIE RESPIR. SUP.,ETA' < 18;126;ALTRE INFEZIONI DELLE VIE RESPIRATORIE SUPERIORI;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;67;66;8;1;0;280;2;0;282;0;0;0;0
2012;325 - ATS DI BERGAMO;030134-00;OSPEDALE F. M. PASSI - CALCINATE;45.61966765;9.79832181;9;CHIRURGIA GENERALE;A;C;161;INT. ERNIA INGUINALE E FEMORALE, ETA' >17 CON CC;143;ERNIA ADDOMINALE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;5;5;4;0;0;6;0;0;6;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030948-00;CASA DI CURA MULTIMEDICA  S.P.A.;45.53648246;9.218253071;43;UROLOGIA;A;C;305;INTERVENTI SU RENE E URETERE, NON PER NEOPLASIA SENZA CC;161;ALTRE MALATTIE DEL RENE E DEGLI URETERI;11;MALATTIE E DISTURBI RENE E VIE URINARIE;13;13;5;0;0;46;0;0;46;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030073-00;OSPEDALE DI CIRCOLO - RHO;45.5331359;9.034592146;26;MEDICINA GENERALE;A;M;78;EMBOLIA POLMONARE;103;MALATTIA CARDIOPOLMONARE;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;25;25;0;0;0;349;0;0;349;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030008-00;OSP. GENERALE PROVINCIALE - SARONNO;45.62782133;9.040169373;9;CHIRURGIA GENERALE;A;M;179;MAL. INFIAMMATORIE INTESTINO;144;ENTERITE REGIONALE E COLITE ULCEROSA;6;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;16;0;0;16;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030281-01;OSPEDALE DI LEGNANO;45.57377537;8.9059185;26;MEDICINA GENERALE;A;M;87;EDEMA POLMONARE E INSUFF. RESPIRATORIA;133;ALTRE MALATTIE DELLE VIE RESPIRATORIE INFERIORI;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;32;32;0;0;0;283;0;0;283;0;0;0;0
2012;328 - ATS DI PAVIA;030924-00;OSPEDALE POLICLINICO S. MATTEO - PAVIA;45.19564231;9.147460893;9;CHIRURGIA GENERALE;A;C;568;INT ESOFAGO, STOMACO E DUODENO, ETÀ > 17 ANNI CON CC SENZA DIA GASTROINTEST MAGG;13;TUMORI MALIGNI DELLO STOMACO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;21;21;0;0;0;418;0;0;418;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030029-00;OSP.SACRA FAMIGLIA - F.B.F. - ERBA;45.81547075;9.225044427;9;CHIRURGIA GENERALE;A;M;350;INFIAMMAZIONI APP. RIPRODUTTIVO MASCHILE;166;ALTRE PATOLOGIE DEGLI ORGANI GENITALI MASCHILI;12;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE;2;1;1;1;0;1;1;0;2;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030903-00;"OSPEDALE DI CIRCOLO ""A. MANZONI"" - LECCO";45.85324969;9.412681005;8;CARDIOLOGIA;A;M;124;MAL.CARDIOVASC. ESCL.IMA CON CATET.,DIA. COMPL.;106;ARITMIE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;8;8;0;0;0;64;0;0;64;0;0;0;0
2012;326 - ATS DI BRESCIA;030275-00;ISTITUTO CLINICO S. ROCCO S.P.A.;45.61653884;10.11297177;26;MEDICINA GENERALE;A;M;15;MAL. CEREBROVASCOLARI ACUTE ASPECIFICHE E OCCLUSIONE PRECEREBRALE SENZA INFARTO;109;VASCULOPATIE CEREBRALI ACUTE;1;MALATTIE E DISTURBI SISTEMA NERVOSO;5;5;1;0;0;52;0;0;52;0;0;0;0
2012;328 - ATS DI PAVIA;030201-00;CASA DI CURA CITTADELLA SOCIALE;45.05091539;8.805685195;9;CHIRURGIA GENERALE;A;C;162;INT. ERNIA INGUINALE E FEMORALE, ETA' >17 SENZA CC;143;ERNIA ADDOMINALE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;36;36;34;0;0;40;0;0;40;0;0;0;0
2012;327 - ATS DELLA VAL PADANA;030908-00;ISTITUTI OSPITALIERI - CREMONA;45.1439181;10.02604335;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;216;BIOPSIE SIST. MUSCOLOSCHEL. E TESSUTO CONNETTIVO;212;ALTRE MALATTIE DELLE OSSA E DEFORMAZIONI MUSCOLOSCHELETRICHE;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;1;1;0;0;0;3;0;0;3;0;0;0;0
2013;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030925-00;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO;45.460597;9.196309144;58;GASTROENTEROLOGIA;A;M;173;T.M. APP. DIGERENTE SENZA CC;15;TUMORI MALIGNI DEL RETTO E DELL'ANO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;0;0;0;9;0;0;9;0;0;0;0
2012;326 - ATS DI BRESCIA;030176-00;CASA DI CURA S. ANNA - BRESCIA;45.55381415;10.18167955;38;OTORINOLARINGOIATRIA;A;C;53;INT. SU SENI E MASTOIDE, ETA' > 17;134;ALTRE MALATTIE DELLE VIE RESPIRATORIE SUPERIORI;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;41;41;0;0;0;116;0;0;116;0;0;0;0
2012;326 - ATS DI BRESCIA;030159-00;P.O. MONTICHIARI- A.O. SPEDALI CIVILI;45.412634;10.40115173;37;OSTETRICIA E GINECOLOGIA;A;C;361;LAPARASCOPIA E OCCLUSIONE LAPAROTOMICA TUBE;174;INFERTILITA' FEMMINILE;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;14;0;0;0;14;0;0;14;14;0;0;0;0
2012;325 - ATS DI BERGAMO;030905-00;OSPEDALI RIUNITI - BERGAMO;45.68701679;9.63853045;9;CHIRURGIA GENERALE;A;M;445;TRAUMATISMI, ETA' > 17 SENZA CC;244;ALTRI TRAUMATISMI E CONDIZIONI DOVUTE A CAUSE ESTERNE;21;TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI;2;2;0;0;0;10;0;0;10;0;0;0;0
2012;328 - ATS DI PAVIA;030190-00;OSPEDALE CARLO MIRA-CASORATE PRIMO;45.31085767;9.01807765;26;MEDICINA GENERALE;A;M;139;ARITMIA E ALTERAZIONI CONDUZIONE CARDIACA SENZA CC;106;ARITMIE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;9;8;0;1;0;52;1;0;53;0;0;0;0
2012;326 - ATS DI BRESCIA;030906-00;PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;45.55518065;10.23255305;38;OTORINOLARINGOIATRIA;A;C;120;ALTRI INT. SU APP. CIRCOLATORIO;117;ALTRE MALATTIE CIRCOLATORIE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;6;6;1;0;0;14;0;0;14;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030909-00;OSPEDALE S.GERARDO - MONZA;45.60018518;9.258430902;26;MEDICINA GENERALE;A;M;79;INFEZ. E INFIAMM. RESPIRATORIE, ETA' > 17 CON CC;122;POLMONITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE);4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;3;3;0;0;0;61;0;0;61;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;12;CHIRURGIA PLASTICA;A;C;264;TRAPIANTI PELLE E/O SBRIGL.PER ULCERE SENZA CC;197;INFEZIONI DELLA CUTE E DEL TESSUTO SOTTOCUTANEO;9;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;1;1;0;0;0;10;0;0;10;0;0;0;0
2012;326 - ATS DI BRESCIA;030906-00;PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;45.55518065;10.23255305;9;CHIRURGIA GENERALE;A;C;159;INT. ERNIA ESCL.INGUIN. E FEMOR.,ETA' >17 CON CC;143;ERNIA ADDOMINALE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;6;6;1;0;0;58;0;0;58;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030903-00;"OSPEDALE DI CIRCOLO ""A. MANZONI"" - LECCO";45.85324969;9.412681005;26;MEDICINA GENERALE;A;C;193;INT. SU VIE BILIARI ESCL. COLECISTECTOMIA CON CC;149;MALATTIE DELLE VIE BILIARI;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;1;1;0;0;0;42;0;0;42;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030913-00;OSPEDALE CA' GRANDA-NIGUARDA - MILANO;45.50915842;9.188869233;37;OSTETRICIA E GINECOLOGIA;A;M;380;ABORTO SENZA D&C;178;ABORTO INDOTTO;14;GRAVIDANZA, PARTO E PUERPERIO;23;23;17;0;0;75;0;0;75;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030121-00;CASA DI CURA S. PIO X - MILANO;45.495239;9.189485346;43;UROLOGIA;A;C;305;INTERVENTI SU RENE E URETERE, NON PER NEOPLASIA SENZA CC;160;CALCOLOSI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;5;5;0;0;0;31;0;0;31;0;0;0;0
2012;328 - ATS DI PAVIA;030924-00;OSPEDALE POLICLINICO S. MATTEO - PAVIA;45.19564231;9.147460893;36;ORTOPEDIA E TRAUMATOLOGIA;A;M;255;TRAUMI BRACCIO, GAMBA ESCL. PIEDE, ETA' < 18;229;FRATTURE DEGLI ARTI SUPERIORI;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;11;11;7;0;0;19;0;0;19;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030901-00;OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI;45.80802245;8.837196022;7;CARDIOCHIRURGIA;A;M;124;MAL.CARDIOVASC. ESCL.IMA CON CATET.,DIA. COMPL.;108;INSUFFICIENZA CARDIACA CONGESTIZIA, NON DA IPERTENSIONE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;2;2;0;0;0;29;0;0;29;0;0;0;0
2012;325 - ATS DI BERGAMO;030905-00;OSPEDALI RIUNITI - BERGAMO;45.68701679;9.63853045;37;OSTETRICIA E GINECOLOGIA;A;C;356;INT. RICOSTRUTTIVI APP. RIPRODUTTIVO FEMM.;175;ALTRE PATOLOGIE DEGLI ORGANI GENITALI FEMMINILI;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;35;35;24;0;0;54;0;0;54;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030922-00;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO";45.4742834;9.231360095;64;ONCOLOGIA;A;M;203;T.M. APPARATO EPATOBILIARE O PANCREAS;17;TUMORI MALIGNI DEL PANCREAS;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;11;11;0;0;0;49;0;0;49;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030010-00;OSPEDALE DI CIRCOLO GALMARINI - TRADATE;45.7230613;8.900866269;43;UROLOGIA;A;C;311;INT. PER VIA TRANSURETRALE SENZA CC;160;CALCOLOSI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;5;5;3;0;0;7;0;0;7;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030936-01;IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MI;45.47160018;9.145039766;8;CARDIOLOGIA;A;C;118;SOSTITUZIONE DI PACEMAKER CARDIACO;105;DISTURBI DELLA CONDUZIONE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;38;38;29;0;0;71;0;0;71;0;0;0;0
2012;323 - ATS DELLA MONTAGNA;030031-00;OSP. MORIGGIA PELASCINI - GRAVEDONA;46.14307916;9.300444741;75;NEURO-RIABILITAZIONE;R;M;14;EMORRAGIA INTRACRANICA O INFARTO CEREBRALE;109;VASCULOPATIE CEREBRALI ACUTE;1;MALATTIE E DISTURBI SISTEMA NERVOSO;62;62;0;0;0;3183;0;0;3183;0;0;0;0
2012;325 - ATS DI BERGAMO;030905-00;OSPEDALI RIUNITI - BERGAMO;45.68701679;9.63853045;26;MEDICINA GENERALE;A;M;127;INSUFFICIENZA CARDIACA E SHOCK;108;INSUFFICIENZA CARDIACA CONGESTIZIA, NON DA IPERTENSIONE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;358;276;2;82;0;4702;308;0;5010;0;0;0;0
2012;328 - ATS DI PAVIA;030199-00;CASA DI CURA S. MARIA GRAZIE;44.98670424;8.99151061;9;CHIRURGIA GENERALE;A;C;264;TRAPIANTI PELLE E/O SBRIGL.PER ULCERE SENZA CC;199;ULCERAZIONE CRONICA DELLA CUTE;9;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;1;1;0;0;0;4;0;0;4;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030913-00;OSPEDALE CA' GRANDA-NIGUARDA - MILANO;45.50915842;9.188869233;14;CHIRURGIA VASCOLARE;A;M;121;MAL.CARDIOVASC. CON IMA CON CC CARD.,VIVI;248;GANGRENA;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;0;0;0;15;0;0;15;0;0;0;0
2012;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE CIVILE - SONDRIO;46.1707552;9.879429303;9;CHIRURGIA GENERALE;A;C;75;INT. MAGGIORI SUL TORACE;19;TUMORI MALIGNI DEI BRONCHI E DEI POLMONI;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;3;3;0;0;0;47;0;0;47;0;0;0;0
2013;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030072-00;OSPEDALE DI  VIZZOLO PREDABISSI;45.35900581;9.33587163;64;ONCOLOGIA;A;M;173;T.M. APP. DIGERENTE SENZA CC;12;TUMORI MALIGNI DELL'ESOFAGO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;62;0;0;62;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030948-00;CASA DI CURA MULTIMEDICA  S.P.A.;45.53648246;9.218253071;43;UROLOGIA;A;C;309;INT. MINORI SU VESCICA SENZA CC;163;SINTOMI E CONDIZIONI MAL DEFINITE RELATIVI ALL'APPARATO GENITOURINARIO;11;MALATTIE E DISTURBI RENE E VIE URINARIE;19;19;2;0;0;64;0;0;64;0;0;0;0
2012;326 - ATS DI BRESCIA;030154-01;PRESIDIO OSPEDALIERO DI CHIARI;45.539109;9.933542695;43;UROLOGIA;A;C;305;INTERVENTI SU RENE E URETERE, NON PER NEOPLASIA SENZA CC;160;CALCOLOSI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;5;5;1;0;0;37;0;0;37;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030367-00;OSPEDALE S. GIUSEPPE - MILANO;45.46292624;9.171718482;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;224;INT. SPALLA,GOMITO ESCL.MAGG.SU ARTICOLAZ.SENZA CC;209;ALTRE DEFORMAZIONI ACQUISITE;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;3;3;0;0;0;12;0;0;12;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030922-00;"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO";45.4742834;9.231360095;9;CHIRURGIA GENERALE;A;C;213;AMPUTAZ. PER MAL. SIST.MUSCOLOSCHEL. E CONNETT.;21;TUMORI MALIGNI DELLE OSSA E DEL TESSUTO CONNETTIVO;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;6;6;0;0;0;38;0;0;38;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030943-00;IST. CLIN. HUMANITAS - ROZZANO;45.37243983;9.168254354;58;GASTROENTEROLOGIA;A;C;173;T.M. APP. DIGERENTE SENZA CC;15;TUMORI MALIGNI DEL RETTO E DELL'ANO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;6;6;5;0;0;8;0;0;8;0;0;0;0
2012;327 - ATS DELLA VAL PADANA;030209-00;OSPEDALE MAGGIORE - CREMA;45.35443602;9.681217036;68;PNEUMOLOGIA;A;M;85;VERSAMENTO PLEURICO CON CC;130;PLEURITE, PNEUMOTORACE, COLLASSO POLMONARE;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;7;7;0;0;0;73;0;0;73;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030901-00;OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI;45.80802245;8.837196022;51;ASTANTERIA;A;M;93;MALATTIA POLMONARE INTERSTIZIALE SENZA CC;132;MALATTIE DEL POLMONE DA AGENTI ESTERNI;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;8;0;0;8;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030112-00;IST.CLINICO S.AMBROGIO SPA-MILANO;45.48443334;9.153678061;8;CARDIOLOGIA;A;M;124;MAL.CARDIOVASC. ESCL.IMA CON CATET.,DIA. COMPL.;101;ATEROSCLEROSI CORONARICA E ALTRE MALATTIE ISCHEMICHE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;5;5;1;0;0;14;0;0;14;0;0;0;0
2012;326 - ATS DI BRESCIA;030295-00;POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;217;SBRIGLIAMENTO FERITA E TRAPIANTO CUTANEO ESCL.MANO;230;FRATTURE DEGLI ARTI INFERIORI;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;3;3;0;0;0;25;0;0;25;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030910-00;OSPEDALE FATEBENEFRATELLI E OFTALMICO;45.47932558;9.192429067;12;CHIRURGIA PLASTICA;A;C;461;INT. CON DIA. DI ALTRO CONTATTO CON SERVIZI SANIT.;254;CURE RIABILITATIVE, COLLOCAZIONE DI PROTESI E SISTEMAZIONE DI DISPOSITIVI;23;FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI;36;23;4;0;13;156;0;13;169;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030006-00;OSP. S. ANTONIO ABATE - GALLARATE;45.6556815;8.792407598;9;CHIRURGIA GENERALE;A;C;157;INT. SU ANO E STOMA CON CC;147;MALATTIE DEL RETTO E DELL'ANO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;10;10;6;0;0;23;0;0;23;0;0;0;0
